seed_name,seed_variety,seed_type,seed_quality,crop,season,soil_type,field_composition,soil_ph,temperature,humidity,rainfall,moisture,field_quality,field_history,state,district,recommended_crop,recommended_seed,area,production,yield
Wheat seed,PBW343,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,25,58,608,49,Low,Maize,Bihar,Bhagalpur,Wheat,HD2967,215,909,3882
Rice seed,MTU7029,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.3,26,73,1241,38,Low,Wheat,West Bengal,Malda,Rice,Swarna,269,711,3587
Maize seed,HQPM1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.9,27,74,666,28,Low,Fallow,Uttar Pradesh,Varanasi,Maize,Ganga5,174,523,3410
Gram seed,JG11,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,16,50,417,76,Medium,Rice,Rajasthan,Ajmer,Gram,Pusa372,362,884,3542
Gram seed,JG16,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,16,49,464,61,Low,Rice,Chhattisgarh,Bilaspur,Gram,Pusa372,369,666,4434
Maize seed,DHM117,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.0,30,55,562,80,Medium,Fallow,West Bengal,Bardhaman,Maize,HQPM1,98,1788,4676
Mustard seed,RH30,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.5,23,52,474,80,Medium,Bajra,Uttar Pradesh,Kanpur,Mustard,RH30,237,1595,2483
Soybean seed,NRC37,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,30,55,739,82,High,Cotton,Maharashtra,Nashik,Soybean,JS9560,158,185,1861
Wheat seed,PBW343,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,22,53,463,60,Low,Rice,Uttar Pradesh,Meerut,Wheat,PBW343,469,1522,2592
Soybean seed,JS335,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.3,26,63,502,82,Low,Wheat,Haryana,Rohtak,Soybean,JS9560,317,683,2163
Cotton seed,Bt Cotton,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,28,62,642,60,High,Groundnut,Karnataka,Dharwad,Cotton,Bollgard,256,1146,1677
Mustard seed,Varuna,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.7,23,36,371,41,Low,Bajra,Andhra Pradesh,Vijayawada,Mustard,RH30,418,1368,1562
Maize seed,DHM117,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,20,56,652,57,Low,Rice,Gujarat,Junagadh,Maize,PMH1,114,376,1722
Soybean seed,JS335,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,25,68,839,60,Low,Cotton,Karnataka,Raichur,Soybean,JS335,308,1656,3944
Cotton seed,Bunny Bt,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,22,67,602,37,Medium,Fallow,Bihar,Patna,Cotton,Bt Cotton,261,1425,2594
Wheat seed,Lok1,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,21,49,573,69,Low,Rice,Chhattisgarh,Durg,Wheat,HD2967,54,1792,2437
Maize seed,DHM117,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.8,21,64,532,72,Low,Wheat,Chhattisgarh,Rajnandgaon,Maize,HQPM1,492,226,2322
Maize seed,PMH1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,29,74,614,41,High,Fallow,Gujarat,Rajkot,Maize,HQPM1,348,1766,3002
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,21,44,321,67,High,Soybean,Andhra Pradesh,Vijayawada,Gram,Pusa372,205,1785,2156
Soybean seed,NRC37,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,21,57,509,73,Low,Fallow,Haryana,Sirsa,Soybean,JS335,179,366,4142
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,26,77,1313,50,Low,Pulses,Uttar Pradesh,Kanpur,Rice,MTU7029,418,394,2299
Gram seed,Pusa372,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,21,43,439,45,Medium,Soybean,Maharashtra,Nagpur,Gram,JG16,456,739,1966
Bajra seed,RHB121,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.2,25,55,474,68,Low,Fallow,Rajasthan,Bikaner,Bajra,ICTP8203,260,1309,4785
Gram seed,JG16,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,23,48,326,40,High,Fallow,Karnataka,Dharwad,Gram,Pusa372,305,1186,3748
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,23,54,313,48,High,Wheat,Gujarat,Rajkot,Mustard,Pusa Bold,392,1804,2089
Maize seed,HQPM1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,25,66,790,83,Low,Fallow,Haryana,Rohtak,Maize,Ganga5,152,255,3200
Bajra seed,HHB67,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.2,35,45,452,55,High,Mustard,Punjab,Bathinda,Bajra,RHB121,194,865,2326
Soybean seed,JS9560,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,20,54,557,27,High,Cotton,Maharashtra,Pune,Soybean,NRC37,359,146,3599
Maize seed,DHM117,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,27,52,555,70,Medium,Fallow,Punjab,Patiala,Maize,PMH1,263,623,4687
Maize seed,PMH1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.5,26,73,785,56,Medium,Wheat,Gujarat,Ahmedabad,Maize,PMH1,130,1611,3045
Bajra seed,RHB121,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.1,27,38,563,64,High,Mustard,Gujarat,Surat,Bajra,ICTP8203,236,924,3588
Wheat seed,PBW343,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.3,25,49,518,45,High,Rice,Telangana,Warangal,Wheat,Lok1,247,1059,1584
Cotton seed,Bollgard,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,26,56,631,29,Low,Soybean,West Bengal,Kolkata,Cotton,Bt Cotton,477,512,1695
Rice seed,MTU7029,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.4,30,87,1265,82,Low,Pulses,Karnataka,Belagavi,Rice,MTU7029,308,845,1518
Wheat seed,HD2967,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,18,69,487,25,Low,Maize,Telangana,Karimnagar,Wheat,HD2967,213,1570,2936
Maize seed,PMH1,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.0,20,59,734,30,Medium,Wheat,Chhattisgarh,Durg,Maize,DHM117,282,103,4671
Soybean seed,NRC37,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,25,73,595,42,Medium,Fallow,Chhattisgarh,Bilaspur,Soybean,JS9560,477,232,2279
Soybean seed,NRC37,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,28,69,501,48,Low,Fallow,Odisha,Puri,Soybean,NRC37,457,305,4402
Soybean seed,NRC37,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,20,54,892,68,Low,Fallow,Punjab,Bathinda,Soybean,JS335,240,543,4614
Bajra seed,HHB67,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.6,33,48,506,27,High,Fallow,Rajasthan,Ajmer,Bajra,ICTP8203,271,1577,4565
Cotton seed,Bt Cotton,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,29,60,694,73,High,Fallow,Telangana,Karimnagar,Cotton,Bollgard,268,1802,1780
Rice seed,Swarna,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.7,29,90,1174,51,High,Pulses,Madhya Pradesh,Ujjain,Rice,MTU7029,252,1149,4868
Bajra seed,ICTP8203,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.2,34,35,355,25,Low,Gram,Punjab,Amritsar,Bajra,ICTP8203,268,660,4940
Bajra seed,HHB67,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,33,51,541,81,Low,Gram,Tamil Nadu,Chennai,Bajra,ICTP8203,315,1095,2550
Maize seed,PMH1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.1,27,57,516,51,High,Fallow,Andhra Pradesh,Guntur,Maize,DHM117,470,1706,4722
Rice seed,IR64,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,28,72,925,72,Medium,Wheat,Punjab,Patiala,Rice,BPT5204,182,191,3011
Soybean seed,JS335,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,23,52,588,84,Low,Cotton,Punjab,Bathinda,Soybean,JS335,283,1776,3249
Bajra seed,RHB121,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.8,25,56,489,59,Low,Mustard,Gujarat,Ahmedabad,Bajra,ICTP8203,57,178,3988
Maize seed,HQPM1,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,21,74,566,75,Medium,Fallow,Chhattisgarh,Rajnandgaon,Maize,DHM117,191,1126,3108
Soybean seed,JS9560,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,22,64,627,35,Low,Fallow,Rajasthan,Ajmer,Soybean,JS335,112,1280,3237
Wheat seed,Lok1,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.5,20,52,513,83,Medium,Soybean,Bihar,Bhagalpur,Wheat,PBW343,195,595,4612
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,26,82,956,40,High,Pulses,Odisha,Balasore,Rice,BPT5204,205,1618,1913
Wheat seed,Lok1,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.2,25,67,493,37,High,Soybean,Maharashtra,Pune,Wheat,HD3086,195,1987,4749
Rice seed,Swarna,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,32,77,1204,69,High,Wheat,Odisha,Balasore,Rice,Swarna,312,212,4640
Bajra seed,RHB121,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.6,34,41,549,38,Low,Gram,Uttar Pradesh,Varanasi,Bajra,ICTP8203,144,482,1713
Wheat seed,PBW343,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,24,65,479,53,Medium,Rice,Bihar,Patna,Wheat,PBW343,113,246,4827
Rice seed,BPT5204,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,30,84,1117,77,High,Wheat,Tamil Nadu,Madurai,Rice,BPT5204,157,1513,2383
Wheat seed,HD2967,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,17,57,488,66,High,Rice,Telangana,Karimnagar,Wheat,HD3086,59,761,3017
Cotton seed,Bunny Bt,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,31,49,796,26,Medium,Fallow,Gujarat,Ahmedabad,Cotton,RCH2,263,773,3294
Rice seed,Swarna,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,30,77,1187,60,Medium,Pulses,Gujarat,Rajkot,Rice,Swarna,224,167,3990
Wheat seed,Lok1,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.0,20,51,562,54,Low,Soybean,West Bengal,Bardhaman,Wheat,HD2967,63,1696,4635
Bajra seed,HHB67,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.2,32,45,312,38,Medium,Mustard,Madhya Pradesh,Ujjain,Bajra,HHB67,241,909,4228
Rice seed,IR64,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.6,29,89,1094,50,Medium,Pulses,Gujarat,Junagadh,Rice,BPT5204,449,1768,1854
Cotton seed,RCH2,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,23,70,840,54,Low,Soybean,Maharashtra,Pune,Cotton,Bunny Bt,92,1992,1763
Maize seed,HQPM1,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.7,26,54,795,55,High,Wheat,Haryana,Rohtak,Maize,HQPM1,124,140,1988
Soybean seed,JS9560,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,27,74,657,56,High,Cotton,Uttar Pradesh,Meerut,Soybean,JS9560,477,1553,3111
Rice seed,IR64,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.3,31,80,1075,36,High,Fallow,Chhattisgarh,Raipur,Rice,BPT5204,323,222,4788
Rice seed,BPT5204,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.0,31,72,988,62,High,Fallow,Maharashtra,Nagpur,Rice,MTU7029,86,1104,2006
Cotton seed,Bunny Bt,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,23,68,861,80,Medium,Soybean,Rajasthan,Kota,Cotton,Bunny Bt,308,1561,4240
Soybean seed,JS335,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.2,25,51,606,69,Medium,Cotton,Bihar,Bhagalpur,Soybean,JS9560,483,1412,3695
Cotton seed,Bollgard,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,32,64,853,39,High,Groundnut,Rajasthan,Bikaner,Cotton,Bunny Bt,108,1771,4671
Gram seed,JG11,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,21,35,428,54,Medium,Fallow,Uttar Pradesh,Lucknow,Gram,JG16,368,1625,1705
Soybean seed,JS9560,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,30,67,840,67,High,Wheat,Odisha,Cuttack,Soybean,JS9560,365,153,2525
Rice seed,MTU7029,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.2,32,77,1305,69,Medium,Fallow,Andhra Pradesh,Guntur,Rice,MTU7029,455,174,2080
Maize seed,Ganga5,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,25,73,733,49,Medium,Fallow,Andhra Pradesh,Guntur,Maize,PMH1,397,188,2450
Rice seed,MTU7029,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,29,78,1347,77,High,Fallow,Maharashtra,Pune,Rice,BPT5204,259,971,2703
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,23,60,445,80,Medium,Rice,Bihar,Muzaffarpur,Gram,JG16,133,915,4015
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.4,19,35,382,39,Low,Wheat,Odisha,Sambalpur,Mustard,Varuna,220,726,4679
Wheat seed,HD2967,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,17,46,527,63,Medium,Soybean,Rajasthan,Jaipur,Wheat,HD2967,322,1285,3151
Wheat seed,HD3086,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,18,50,402,59,Medium,Maize,Telangana,Hyderabad,Wheat,Lok1,95,1472,2339
Wheat seed,HD2967,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,18,65,549,80,Low,Soybean,Madhya Pradesh,Jabalpur,Wheat,HD3086,399,1281,4693
Soybean seed,JS9560,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,21,63,526,39,High,Wheat,Karnataka,Raichur,Soybean,JS9560,489,1303,2295
Soybean seed,NRC37,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,25,51,721,31,High,Cotton,Telangana,Hyderabad,Soybean,JS335,112,888,3310
Rice seed,IR64,Hybrid,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.8,29,83,942,72,Medium,Wheat,Chhattisgarh,Durg,Rice,Swarna,147,495,3553
Bajra seed,HHB67,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.7,32,46,580,61,Medium,Mustard,Telangana,Karimnagar,Bajra,ICTP8203,120,720,4828
Soybean seed,NRC37,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,29,50,753,39,High,Wheat,Karnataka,Raichur,Soybean,JS9560,369,1370,2503
Maize seed,PMH1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,30,61,754,36,Low,Fallow,Madhya Pradesh,Ujjain,Maize,DHM117,51,369,2649
Bajra seed,ICTP8203,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,28,43,516,45,Medium,Mustard,Punjab,Bathinda,Bajra,ICTP8203,66,481,4068
Cotton seed,Bunny Bt,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.6,26,45,900,35,Medium,Fallow,Rajasthan,Jaipur,Cotton,Bollgard,396,1983,2900
Wheat seed,HD3086,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,23,54,421,28,Low,Maize,Odisha,Puri,Wheat,PBW343,122,1148,3408
Soybean seed,JS335,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.3,30,66,655,26,High,Fallow,Bihar,Bhagalpur,Soybean,JS9560,482,1549,3471
Soybean seed,NRC37,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,24,50,810,68,Low,Cotton,Haryana,Rohtak,Soybean,JS9560,413,1893,1643
Gram seed,JG11,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,17,43,368,33,Medium,Soybean,Karnataka,Raichur,Gram,JG11,169,105,2538
Gram seed,Pusa372,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,25,51,410,75,High,Soybean,Rajasthan,Kota,Gram,JG16,336,1558,4270
Soybean seed,JS9560,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,26,67,661,77,High,Wheat,Andhra Pradesh,Kurnool,Soybean,JS335,362,878,4981
Gram seed,JG11,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,17,45,341,32,Medium,Soybean,Telangana,Hyderabad,Gram,JG16,113,661,1868
Soybean seed,JS9560,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,30,70,759,77,Medium,Wheat,Madhya Pradesh,Jabalpur,Soybean,NRC37,318,1142,1687
Cotton seed,Bt Cotton,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.7,25,47,839,52,High,Groundnut,Madhya Pradesh,Bhopal,Cotton,Bunny Bt,358,1867,1823
Bajra seed,HHB67,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.6,27,47,512,83,Low,Gram,Bihar,Muzaffarpur,Bajra,ICTP8203,500,307,3206
Rice seed,MTU7029,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,32,88,1354,27,High,Wheat,Madhya Pradesh,Indore,Rice,IR64,195,1374,2811
Rice seed,IR64,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,25,88,1040,64,High,Pulses,Madhya Pradesh,Bhopal,Rice,IR64,96,993,2364
Gram seed,Pusa372,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,24,59,487,41,Low,Rice,Tamil Nadu,Madurai,Gram,Pusa372,211,196,2888
Mustard seed,RH30,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.3,11,53,472,65,Medium,Bajra,Odisha,Cuttack,Mustard,Varuna,439,562,3818
Gram seed,JG11,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.2,19,47,350,52,Medium,Fallow,Bihar,Gaya,Gram,JG16,423,1412,1703
Rice seed,Swarna,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,31,85,1357,75,Medium,Fallow,Chhattisgarh,Bilaspur,Rice,Swarna,318,1516,2365
Maize seed,HQPM1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,28,54,665,42,Low,Wheat,Punjab,Amritsar,Maize,PMH1,445,1206,2176
Wheat seed,HD3086,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,24,64,458,78,Low,Maize,Madhya Pradesh,Jabalpur,Wheat,Lok1,354,793,2660
Soybean seed,JS335,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,25,68,593,62,Medium,Wheat,Telangana,Karimnagar,Soybean,JS335,395,1965,4994
Bajra seed,ICTP8203,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.5,28,50,426,81,High,Fallow,Madhya Pradesh,Indore,Bajra,ICTP8203,80,1661,3406
Rice seed,IR64,Hybrid,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.6,24,87,1031,54,High,Wheat,Maharashtra,Pune,Rice,IR64,467,617,3616
Maize seed,Ganga5,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,26,61,566,49,Medium,Wheat,Bihar,Muzaffarpur,Maize,Ganga5,327,1079,4776
Cotton seed,Bollgard,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,28,52,749,41,High,Fallow,Bihar,Patna,Cotton,RCH2,490,1632,2195
Gram seed,Pusa372,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,25,45,496,82,Low,Rice,Maharashtra,Nagpur,Gram,Pusa372,55,647,2537
Gram seed,JG11,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.5,19,52,480,34,Low,Fallow,Madhya Pradesh,Jabalpur,Gram,JG11,275,202,4275
Mustard seed,RH30,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.0,11,54,369,68,Medium,Wheat,Uttar Pradesh,Varanasi,Mustard,RH30,355,1802,2053
Gram seed,JG11,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,22,37,487,44,Low,Soybean,Maharashtra,Nagpur,Gram,Pusa372,147,462,3157
